family,variant,strategy,metric,descriptor,zone,frequency,target,eval_mode,fold,subject_index,y_true,y_pred,campaign
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,8,0,25.25,25.873877,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,8,1,19.92,17.66888,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,8,2,22.776316,25.258661,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,8,3,13.230769,17.311794,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,fine_tuning,9,0,20.706896,20.706547,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,fine_tuning,9,1,15.652174,15.317767,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,fine_tuning,9,2,15.217391,14.524237,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,fine_tuning,9,3,9.236363,10.384425,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,9,0,20.706896,18.222355,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,9,1,15.652174,14.125537,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,9,2,15.217391,12.832412,baselines_paper
TripletLoss,TripletLoss,,,,all,all,age,linear_probe,9,3,9.236363,11.921468,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,0,0,23.1,25.022987,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,0,1,7.809524,12.367828,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,0,2,24.571428,22.412199,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,0,3,17.265957,19.342438,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,0,4,14.981818,16.137951,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,1,0,22.484848,23.434942,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,1,1,23.361702,22.078556,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,1,2,8.131579,10.942915,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,1,3,24.431654,25.270567,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,1,4,10.466666,10.241152,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,2,0,13.857142,12.792752,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,2,1,16.74074,12.411175,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,2,2,27.48,26.846979,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,2,3,17.288889,17.499653,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,2,4,36.0,36.127457,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,3,0,20.033897,18.980345,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,3,1,10.086957,10.053521,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,3,2,12.6,12.584926,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,3,3,13.517241,14.329949,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,3,4,25.104347,23.90781,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,4,0,12.185185,9.211985,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,4,1,10.902439,9.765249,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,4,2,7.125,11.303956,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,4,3,31.799999,30.511051,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,4,4,10.609756,13.826923,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,5,0,21.299999,22.298624,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,5,1,16.439024,15.993169,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,5,2,14.341772,17.08563,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,5,3,22.196079,24.986303,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,6,0,23.77,22.230654,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,6,1,10.272727,9.751074,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,6,2,22.170732,21.448933,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,6,3,11.014925,10.59639,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,7,0,22.506172,19.265665,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,7,1,18.200001,14.688986,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,7,2,17.319635,17.095354,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,7,3,20.962963,17.601215,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,8,0,25.25,25.392797,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,8,1,19.92,22.161831,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,8,2,22.776316,25.341106,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,8,3,13.230769,17.23745,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,9,0,20.706896,21.445463,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,9,1,15.652174,15.795655,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,9,2,15.217391,14.078936,baselines_paper
supervised,supervised,,,,all,all,age,fine_tuning,9,3,9.236363,9.51049,baselines_paper
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,0,0,23.1,24.441387,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,0,1,7.809524,9.54515,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,0,2,24.571428,21.67116,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,0,3,17.265957,17.560247,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,0,4,14.981818,14.657509,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,0,0,23.1,19.461515,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,0,1,7.809524,16.866982,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,0,2,24.571428,18.631882,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,0,3,17.265957,18.025049,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,0,4,14.981818,19.344431,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,1,0,22.484848,22.932571,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,1,1,23.361702,20.379465,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,1,2,8.131579,7.701124,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,1,3,24.431654,24.890533,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,1,4,10.466666,9.226225,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,1,0,22.484848,17.433996,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,1,1,23.361702,18.379694,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,1,2,8.131579,18.443583,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,1,3,24.431654,19.224932,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,1,4,10.466666,18.147879,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,2,0,13.857142,10.394687,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,2,1,16.74074,15.686656,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,2,2,27.48,27.635504,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,2,3,17.288889,15.768262,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,2,4,36.0,34.540775,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,2,0,13.857142,19.288919,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,2,1,16.74074,20.290693,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,2,2,27.48,21.010399,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,2,3,17.288889,18.051813,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,2,4,36.0,18.252663,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,3,0,20.033897,18.707327,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,3,1,10.086957,11.734254,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,3,2,12.6,11.877369,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,3,3,13.517241,15.011403,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,3,4,25.104347,24.664066,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,3,0,20.033897,19.088026,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,3,1,10.086957,18.207067,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,3,2,12.6,18.717735,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,3,3,13.517241,18.056221,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,3,4,25.104347,19.827845,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,4,0,12.185185,10.420757,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,4,1,10.902439,11.304749,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,4,2,7.125,10.662474,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,4,3,31.799999,30.486507,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,4,4,10.609756,13.976635,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,4,0,12.185185,19.724247,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,4,1,10.902439,17.554169,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,4,2,7.125,18.837112,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,4,3,31.799999,19.053251,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,4,4,10.609756,20.308876,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,5,0,21.299999,23.753927,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,5,1,16.439024,15.684239,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,5,2,14.341772,16.545456,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,5,3,22.196079,24.522722,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,5,0,21.299999,18.343119,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,5,1,16.439024,16.616652,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,5,2,14.341772,17.743771,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,5,3,22.196079,19.72156,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,6,0,23.77,23.952192,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,6,1,10.272727,11.715191,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,6,2,22.170732,22.376133,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,6,3,11.014925,11.029042,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,6,0,23.77,20.842735,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,6,1,10.272727,18.915928,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,6,2,22.170732,19.712091,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,6,3,11.014925,18.753687,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,7,0,22.506172,20.179153,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,7,1,18.200001,14.418741,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,7,2,17.319635,17.165024,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,7,3,20.962963,18.204576,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,7,0,22.506172,20.092375,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,7,1,18.200001,15.903045,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,7,2,17.319635,16.801729,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,7,3,20.962963,17.1989,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,8,0,25.25,28.320343,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,8,1,19.92,19.582504,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,8,2,22.776316,25.027115,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,8,3,13.230769,16.832876,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,8,0,25.25,18.628645,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,8,1,19.92,18.920197,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,8,2,22.776316,18.619604,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,8,3,13.230769,19.257137,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,9,0,20.706896,21.211113,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,9,1,15.652174,13.258948,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,9,2,15.217391,16.338573,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,fine_tuning,9,3,9.236363,10.463655,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,9,0,20.706896,19.349531,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,9,1,15.652174,17.591213,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,9,2,15.217391,20.246817,expclr
ExpCLR,ExpCLR-aper,,,P_aper,all,all,age,linear_probe,9,3,9.236363,19.399982,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,0,0,23.1,24.992735,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,0,1,7.809524,11.99021,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,0,2,24.571428,19.514469,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,0,3,17.265957,18.239477,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,0,4,14.981818,15.070532,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,0,0,23.1,17.891056,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,0,1,7.809524,15.468323,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,0,2,24.571428,17.310644,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,0,3,17.265957,16.00779,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,0,4,14.981818,16.93651,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,1,0,22.484848,23.136518,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,1,1,23.361702,22.399456,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,1,2,8.131579,10.16106,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,1,3,24.431654,24.485395,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,1,4,10.466666,10.615602,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,1,0,22.484848,15.992559,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,1,1,23.361702,20.77463,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,1,2,8.131579,18.367638,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,1,3,24.431654,20.401171,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,1,4,10.466666,16.868372,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,2,0,13.857142,11.263693,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,2,1,16.74074,11.974807,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,2,2,27.48,28.57971,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,2,3,17.288889,16.297359,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,2,4,36.0,36.974045,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,2,0,13.857142,19.198038,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,2,1,16.74074,19.684525,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,2,2,27.48,20.057323,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,2,3,17.288889,19.097813,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,2,4,36.0,18.714397,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,3,0,20.033897,19.539598,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,3,1,10.086957,13.018914,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,3,2,12.6,13.10399,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,3,3,13.517241,13.143099,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,3,4,25.104347,24.086744,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,3,0,20.033897,18.51033,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,3,1,10.086957,18.246861,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,3,2,12.6,17.816299,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,3,3,13.517241,16.899174,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,3,4,25.104347,19.303709,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,4,0,12.185185,10.26342,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,4,1,10.902439,10.454609,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,4,2,7.125,12.13547,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,4,3,31.799999,30.283363,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,4,4,10.609756,15.713902,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,4,0,12.185185,17.330498,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,4,1,10.902439,17.71949,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,4,2,7.125,17.564386,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,4,3,31.799999,18.345568,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,4,4,10.609756,20.777287,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,5,0,21.299999,23.328465,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,5,1,16.439024,16.423811,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,5,2,14.341772,16.83983,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,5,3,22.196079,24.431641,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,5,0,21.299999,19.483835,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,5,1,16.439024,18.38085,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,5,2,14.341772,18.672285,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,5,3,22.196079,18.567659,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,6,0,23.77,22.727863,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,6,1,10.272727,10.314703,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,6,2,22.170732,21.92473,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,6,3,11.014925,11.924632,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,6,0,23.77,21.09223,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,6,1,10.272727,18.822264,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,6,2,22.170732,19.360819,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,6,3,11.014925,18.892208,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,7,0,22.506172,20.909084,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,7,1,18.200001,17.425745,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,7,2,17.319635,18.674501,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,7,3,20.962963,20.130598,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,7,0,22.506172,21.416853,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,7,1,18.200001,19.72636,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,7,2,17.319635,20.167509,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,7,3,20.962963,20.878487,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,8,0,25.25,26.368805,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,8,1,19.92,17.224106,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,8,2,22.776316,24.002871,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,8,3,13.230769,15.214372,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,8,0,25.25,20.841194,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,8,1,19.92,18.266363,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,8,2,22.776316,18.254324,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,8,3,13.230769,18.585928,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,9,0,20.706896,20.517519,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,9,1,15.652174,15.012335,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,9,2,15.217391,15.352857,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,fine_tuning,9,3,9.236363,10.700308,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,9,0,20.706896,18.674084,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,9,1,15.652174,20.565134,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,9,2,15.217391,20.033337,expclr
ExpCLR,ExpCLR-full,,,P_full,all,all,age,linear_probe,9,3,9.236363,19.31592,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,0,0,23.1,25.833033,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,0,1,7.809524,10.944707,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,0,2,24.571428,17.355314,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,0,3,17.265957,17.969812,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,0,4,14.981818,17.505871,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,0,0,23.1,21.246876,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,0,1,7.809524,14.669009,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,0,2,24.571428,18.311966,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,0,3,17.265957,15.730156,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,0,4,14.981818,16.744207,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,1,0,22.484848,23.647213,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,1,1,23.361702,20.724855,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,1,2,8.131579,20.890408,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,1,3,24.431654,22.204491,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,1,4,10.466666,10.451833,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,1,0,22.484848,15.954265,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,1,1,23.361702,23.833616,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,1,2,8.131579,23.112169,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,1,3,24.431654,22.073418,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,1,4,10.466666,15.238469,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,2,0,13.857142,12.394781,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,2,1,16.74074,18.315897,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,2,2,27.48,28.275957,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,2,3,17.288889,17.731495,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,2,4,36.0,20.648136,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,2,0,13.857142,21.787342,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,2,1,16.74074,22.472166,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,2,2,27.48,25.093014,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,2,3,17.288889,18.165798,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,2,4,36.0,16.285683,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,3,0,20.033897,19.540836,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,3,1,10.086957,13.569837,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,3,2,12.6,10.767234,expclr
