family,variant,strategy,metric,descriptor,zone,frequency,target,eval_mode,fold,subject_index,y_true,y_pred,campaign
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,3,3,13.517241,12.38373,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,3,4,25.104347,24.019426,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,3,0,20.033897,18.753227,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,3,1,10.086957,19.644299,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,3,2,12.6,14.069616,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,3,3,13.517241,14.65241,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,3,4,25.104347,20.148899,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,4,0,12.185185,11.934663,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,4,1,10.902439,12.896894,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,4,2,7.125,13.81015,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,4,3,31.799999,29.060896,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,4,4,10.609756,25.143476,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,4,0,12.185185,17.119009,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,4,1,10.902439,18.704977,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,4,2,7.125,17.897926,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,4,3,31.799999,19.635611,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,4,4,10.609756,20.217714,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,5,0,21.299999,22.223804,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,5,1,16.439024,13.753838,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,5,2,14.341772,18.513489,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,5,3,22.196079,22.516171,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,5,0,21.299999,17.747791,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,5,1,16.439024,13.341938,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,5,2,14.341772,14.148582,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,5,3,22.196079,14.837596,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,6,0,23.77,15.049274,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,6,1,10.272727,10.283816,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,6,2,22.170732,21.981169,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,6,3,11.014925,10.284077,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,6,0,23.77,18.632069,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,6,1,10.272727,16.910576,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,6,2,22.170732,18.852264,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,6,3,11.014925,17.496046,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,7,0,22.506172,18.710604,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,7,1,18.200001,19.17704,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,7,2,17.319635,17.462704,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,7,3,20.962963,18.591579,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,7,0,22.506172,21.487324,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,7,1,18.200001,16.660681,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,7,2,17.319635,16.942137,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,7,3,20.962963,18.728392,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,8,0,25.25,23.788055,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,8,1,19.92,23.694036,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,8,2,22.776316,23.815208,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,8,3,13.230769,15.312831,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,8,0,25.25,20.864565,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,8,1,19.92,17.85037,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,8,2,22.776316,18.457584,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,8,3,13.230769,19.293245,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,9,0,20.706896,19.619576,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,9,1,15.652174,17.08217,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,9,2,15.217391,14.161842,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,fine_tuning,9,3,9.236363,11.30539,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,9,0,20.706896,18.516581,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,9,1,15.652174,20.636541,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,9,2,15.217391,18.34779,expclr
ExpCLR,ExpCLR-full,,,P_full,central,all,age,linear_probe,9,3,9.236363,18.437984,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,0,0,23.1,24.305195,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,0,1,7.809524,13.675986,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,0,2,24.571428,22.626665,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,0,3,17.265957,19.1138,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,0,4,14.981818,17.003645,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,0,0,23.1,19.955118,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,0,1,7.809524,17.28233,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,0,2,24.571428,18.429899,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,0,3,17.265957,18.810598,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,0,4,14.981818,18.685867,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,1,0,22.484848,21.214067,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,1,1,23.361702,15.324517,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,1,2,8.131579,15.47645,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,1,3,24.431654,20.776905,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,1,4,10.466666,11.377919,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,1,0,22.484848,18.883945,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,1,1,23.361702,18.369385,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,1,2,8.131579,18.53381,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,1,3,24.431654,18.764172,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,1,4,10.466666,17.777748,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,2,0,13.857142,11.714445,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,2,1,16.74074,10.870702,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,2,2,27.48,25.338438,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,2,3,17.288889,17.166639,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,2,4,36.0,33.121658,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,2,0,13.857142,18.628483,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,2,1,16.74074,18.612423,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,2,2,27.48,18.980133,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,2,3,17.288889,18.846149,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,2,4,36.0,19.411112,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,3,0,20.033897,20.230595,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,3,1,10.086957,10.999166,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,3,2,12.6,11.146891,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,3,3,13.517241,16.657925,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,3,4,25.104347,22.513149,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,3,0,20.033897,19.048285,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,3,1,10.086957,18.345531,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,3,2,12.6,18.311647,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,3,3,13.517241,19.387104,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,3,4,25.104347,17.901155,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,4,0,12.185185,9.480902,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,4,1,10.902439,10.263853,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,4,2,7.125,12.984859,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,4,3,31.799999,30.314896,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,4,4,10.609756,12.31951,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,4,0,12.185185,19.700521,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,4,1,10.902439,18.582874,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,4,2,7.125,19.29554,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,4,3,31.799999,18.618139,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,4,4,10.609756,17.077293,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,5,0,21.299999,23.346577,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,5,1,16.439024,17.875725,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,5,2,14.341772,16.287348,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,5,3,22.196079,24.108238,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,5,0,21.299999,19.291372,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,5,1,16.439024,19.093876,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,5,2,14.341772,19.067154,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,5,3,22.196079,19.451056,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,6,0,23.77,23.357656,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,6,1,10.272727,11.871872,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,6,2,22.170732,19.081949,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,6,3,11.014925,11.346934,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,6,0,23.77,17.942184,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,6,1,10.272727,17.828468,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,6,2,22.170732,18.210388,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,6,3,11.014925,17.586933,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,7,0,22.506172,21.043419,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,7,1,18.200001,15.776119,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,7,2,17.319635,20.385586,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,7,3,20.962963,17.031538,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,7,0,22.506172,18.772108,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,7,1,18.200001,18.340351,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,7,2,17.319635,18.865654,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,7,3,20.962963,18.61009,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,8,0,25.25,22.502783,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,8,1,19.92,19.682087,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,8,2,22.776316,25.696911,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,8,3,13.230769,21.193789,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,8,0,25.25,16.995024,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,8,1,19.92,16.649839,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,8,2,22.776316,18.284433,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,8,3,13.230769,19.060568,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,9,0,20.706896,19.462711,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,9,1,15.652174,13.676202,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,9,2,15.217391,14.542216,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,fine_tuning,9,3,9.236363,10.584933,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,9,0,20.706896,19.016617,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,9,1,15.652174,17.671362,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,9,2,15.217391,18.547838,expclr
ExpCLR,ExpCLR-full,,,P_full,frontal,all,age,linear_probe,9,3,9.236363,19.570101,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,0,0,23.1,20.976221,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,0,1,7.809524,16.503332,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,0,2,24.571428,15.660727,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,0,3,17.265957,18.251892,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,0,4,14.981818,20.955564,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,0,0,23.1,18.887167,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,0,1,7.809524,18.692848,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,0,2,24.571428,19.696939,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,0,3,17.265957,19.095999,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,0,4,14.981818,18.896296,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,1,0,22.484848,18.487669,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,1,1,23.361702,18.376356,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,1,2,8.131579,13.037892,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,1,3,24.431654,23.291117,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,1,4,10.466666,15.189879,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,1,0,22.484848,17.747021,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,1,1,23.361702,19.172728,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,1,2,8.131579,17.924179,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,1,3,24.431654,21.565117,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,1,4,10.466666,16.999746,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,2,0,13.857142,16.961504,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,2,1,16.74074,18.13365,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,2,2,27.48,27.042023,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,2,3,17.288889,17.669538,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,2,4,36.0,27.514879,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,2,0,13.857142,20.341301,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,2,1,16.74074,20.988525,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,2,2,27.48,21.394424,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,2,3,17.288889,18.673565,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,2,4,36.0,16.048347,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,3,0,20.033897,19.911638,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,3,1,10.086957,20.934643,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,3,2,12.6,20.533001,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,3,3,13.517241,15.417986,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,3,4,25.104347,21.766523,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,3,0,20.033897,19.672007,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,3,1,10.086957,19.340479,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,3,2,12.6,17.2057,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,3,3,13.517241,16.414946,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,3,4,25.104347,19.745707,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,4,0,12.185185,13.778847,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,4,1,10.902439,11.121371,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,4,2,7.125,13.310268,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,4,3,31.799999,25.227043,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,4,4,10.609756,13.319899,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,4,0,12.185185,18.409536,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,4,1,10.902439,17.682055,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,4,2,7.125,17.693432,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,4,3,31.799999,19.098593,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,4,4,10.609756,18.599396,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,5,0,21.299999,17.225061,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,5,1,16.439024,15.01727,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,5,2,14.341772,15.089046,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,5,3,22.196079,18.552361,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,5,0,21.299999,17.081661,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,5,1,16.439024,16.259331,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,5,2,14.341772,16.403982,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,5,3,22.196079,18.812778,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,6,0,23.77,24.893379,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,6,1,10.272727,11.118067,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,6,2,22.170732,20.183332,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,6,3,11.014925,17.692606,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,6,0,23.77,20.05728,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,6,1,10.272727,17.539957,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,6,2,22.170732,19.808767,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,6,3,11.014925,17.759268,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,7,0,22.506172,25.059221,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,7,1,18.200001,18.368237,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,7,2,17.319635,18.24608,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,7,3,20.962963,21.654945,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,7,0,22.506172,19.515129,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,7,1,18.200001,19.030798,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,7,2,17.319635,18.425175,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,7,3,20.962963,18.038918,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,8,0,25.25,24.586927,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,8,1,19.92,19.667803,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,8,2,22.776316,18.028112,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,8,3,13.230769,20.92001,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,8,0,25.25,22.879745,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,8,1,19.92,18.908918,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,8,2,22.776316,18.845139,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,8,3,13.230769,19.204185,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,9,0,20.706896,15.869653,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,9,1,15.652174,17.749676,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,9,2,15.217391,17.231348,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,fine_tuning,9,3,9.236363,19.492887,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,9,0,20.706896,18.651659,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,9,1,15.652174,19.209093,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,9,2,15.217391,21.034496,expclr
ExpCLR,ExpCLR-full,,,P_full,occipital,all,age,linear_probe,9,3,9.236363,20.426964,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,0,0,23.1,25.629761,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,0,1,7.809524,11.357827,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,0,2,24.571428,21.232775,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,0,3,17.265957,18.152943,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,0,4,14.981818,15.194155,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,0,0,23.1,18.950203,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,0,1,7.809524,18.367855,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,0,2,24.571428,18.857218,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,0,3,17.265957,18.86268,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,0,4,14.981818,17.957697,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,1,0,22.484848,18.874264,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,1,1,23.361702,22.959091,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,1,2,8.131579,11.976687,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,1,3,24.431654,25.482084,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,1,4,10.466666,10.555369,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,1,0,22.484848,15.744103,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,1,1,23.361702,19.30324,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,1,2,8.131579,16.286154,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,1,3,24.431654,21.004938,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,linear_probe,1,4,10.466666,14.448316,expclr
ExpCLR,ExpCLR-full,,,P_full,parietal,all,age,fine_tuning,2,0,13.857142,12.880246,expclr
